"","start_time","flow_type","volume","segment_area_id","segment_name","state","city","functional_classification","descriptions","facility_types","lat","long","year","month"
"3350",2019-12-01,"ped",283,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2019,"Dec"
"3351",2020-01-01,"bike",123,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Jan"
"3352",2020-01-01,"ped",370,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Jan"
"3353",2020-02-01,"ped",377,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Feb"
"3354",2020-02-01,"bike",123,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Feb"
"3355",2020-03-01,"bike",250,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Mar"
"3356",2020-03-01,"ped",617,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Mar"
"3357",2020-04-01,"ped",694,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Apr"
"3358",2020-04-01,"bike",283,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Apr"
"3359",2020-05-01,"bike",345,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"May"
"3360",2020-05-01,"ped",619,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"May"
"3361",2020-06-01,"bike",396,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Jun"
"3362",2020-06-01,"ped",624,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Jun"
"3363",2020-07-01,"bike",281,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Jul"
"3364",2020-07-01,"ped",497,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Jul"
"3365",2020-08-01,"bike",188,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Aug"
"3366",2020-08-01,"ped",509,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Aug"
"3367",2020-09-01,"bike",221,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Sep"
"3368",2020-09-01,"ped",541,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Sep"
"3369",2020-10-01,"bike",252,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Oct"
"3370",2020-10-01,"ped",514,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Oct"
"3371",2020-11-01,"bike",88,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Nov"
"3372",2020-11-01,"ped",491,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Nov"
"3373",2020-12-01,"bike",43,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Dec"
"3374",2020-12-01,"ped",338,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2020,"Dec"
"3375",2021-01-01,"bike",44,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Jan"
"3376",2021-01-01,"ped",396,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Jan"
"3377",2021-02-01,"ped",430,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Feb"
"3378",2021-02-01,"bike",8,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Feb"
"3379",2021-04-01,"ped",474,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Apr"
"3380",2021-04-01,"bike",152,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Apr"
"3381",2021-06-01,"bike",178,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Jun"
"3382",2021-06-01,"ped",424,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Jun"
"3383",2021-07-01,"ped",365,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Jul"
"3384",2021-07-01,"bike",154,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Jul"
"3385",2021-08-01,"bike",128,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Aug"
"3386",2021-08-01,"ped",368,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Aug"
"3387",2021-09-01,"ped",450,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Sep"
"3388",2021-09-01,"bike",123,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Sep"
"3389",2021-10-01,"bike",111,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Oct"
"3390",2021-10-01,"ped",460,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Oct"
"3391",2021-11-01,"ped",367,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Nov"
"3392",2021-11-01,"bike",78,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2021,"Nov"
"3393",2023-10-01,"bike",107,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2023,"Oct"
"3394",2023-10-01,"ped",477,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2023,"Oct"
"3395",2023-11-01,"ped",386,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2023,"Nov"
"3396",2023-11-01,"bike",59,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2023,"Nov"
"3397",2023-12-01,"bike",35,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2023,"Dec"
"3398",2023-12-01,"ped",315,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2023,"Dec"
"3399",2024-01-01,"bike",28,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2024,"Jan"
"3400",2024-01-01,"ped",249,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2024,"Jan"
"3401",2024-02-01,"ped",389,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2024,"Feb"
"3402",2024-02-01,"bike",40,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2024,"Feb"
"3403",2024-03-01,"ped",412,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2024,"Mar"
"3404",2024-03-01,"bike",65,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2024,"Mar"
"3405",2024-04-01,"ped",91,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2024,"Apr"
"3406",2024-05-01,"bike",23,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2024,"May"
"3407",2024-05-01,"ped",88,1756,"Rock Creek Trail 1 @ Wildwood","MD","Bethesda","Trail or Shared Use Path","North side of the Rock Creek river, near the intersection of trail and Beach Drive","path/trail",39.016129,-77.094196,2024,"May"
"3408",2023-10-01,"bike",152,1757,"Rock Creek Trail 2 @ Baltimore","MD","Rockville","Trail or Shared Use Path","North side of the Rock Creek river, 400 ft away from the intersection of trail and Baltimore Rd","path/trail",39.090257,-77.113817,2023,"Oct"
"3409",2023-10-01,"ped",309,1757,"Rock Creek Trail 2 @ Baltimore","MD","Rockville","Trail or Shared Use Path","North side of the Rock Creek river, 400 ft away from the intersection of trail and Baltimore Rd","path/trail",39.090257,-77.113817,2023,"Oct"
"3410",2023-11-01,"ped",234,1757,"Rock Creek Trail 2 @ Baltimore","MD","Rockville","Trail or Shared Use Path","North side of the Rock Creek river, 400 ft away from the intersection of trail and Baltimore Rd","path/trail",39.090257,-77.113817,2023,"Nov"
"3411",2023-11-01,"bike",125,1757,"Rock Creek Trail 2 @ Baltimore","MD","Rockville","Trail or Shared Use Path","North side of the Rock Creek river, 400 ft away from the intersection of trail and Baltimore Rd","path/trail",39.090257,-77.113817,2023,"Nov"
"3412",2023-12-01,"ped",183,1757,"Rock Creek Trail 2 @ Baltimore","MD","Rockville","Trail or Shared Use Path","North side of the Rock Creek river, 400 ft away from the intersection of trail and Baltimore Rd","path/trail",39.090257,-77.113817,2023,"Dec"
"3413",2023-12-01,"bike",50,1757,"Rock Creek Trail 2 @ Baltimore","MD","Rockville","Trail or Shared Use Path","North side of the Rock Creek river, 400 ft away from the intersection of trail and Baltimore Rd","path/trail",39.090257,-77.113817,2023,"Dec"
"3414",2024-01-01,"bike",41,1757,"Rock Creek Trail 2 @ Baltimore","MD","Rockville","Trail or Shared Use Path","North side of the Rock Creek river, 400 ft away from the intersection of trail and Baltimore Rd","path/trail",39.090257,-77.113817,2024,"Jan"
"3415",2024-01-01,"ped",154,1757,"Rock Creek Trail 2 @ Baltimore","MD","Rockville","Trail or Shared Use Path","North side of the Rock Creek river, 400 ft away from the intersection of trail and Baltimore Rd","path/trail",39.090257,-77.113817,2024,"Jan"
"3416",2024-03-01,"ped",313,1757,"Rock Creek Trail 2 @ Baltimore","MD","Rockville","Trail or Shared Use Path","North side of the Rock Creek river, 400 ft away from the intersection of trail and Baltimore Rd","path/trail",39.090257,-77.113817,2024,"Mar"
"3417",2024-03-01,"bike",142,1757,"Rock Creek Trail 2 @ Baltimore","MD","Rockville","Trail or Shared Use Path","North side of the Rock Creek river, 400 ft away from the intersection of trail and Baltimore Rd","path/trail",39.090257,-77.113817,2024,"Mar"
"3418",2019-01-01,"ped",160,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Jan"
"3419",2019-02-01,"ped",206,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Feb"
"3420",2019-03-01,"ped",276,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Mar"
"3421",2019-04-01,"ped",339,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Apr"
"3422",2019-05-01,"ped",373,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"May"
"3423",2019-06-01,"ped",568,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Jun"
"3424",2019-07-01,"ped",450,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Jul"
"3425",2019-08-01,"ped",468,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Aug"
"3426",2019-09-01,"ped",487,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Sep"
"3427",2019-10-01,"ped",450,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Oct"
"3428",2019-11-01,"ped",333,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Nov"
"3429",2019-12-01,"ped",259,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Dec"
"3430",2020-01-01,"ped",333,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Jan"
"3431",2020-02-01,"ped",396,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Feb"
"3432",2020-03-01,"ped",735,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Mar"
"3433",2020-04-01,"ped",767,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Apr"
"3434",2020-05-01,"ped",858,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"May"
"3435",2020-06-01,"ped",769,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Jun"
"3436",2020-07-01,"ped",575,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Jul"
"3437",2020-08-01,"ped",604,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Aug"
"3438",2020-09-01,"ped",631,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Sep"
"3439",2020-10-01,"ped",451,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Oct"
"3440",2020-11-01,"ped",396,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Nov"
"3441",2020-12-01,"ped",346,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Dec"
"3442",2021-01-01,"ped",371,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2021,"Jan"
"3443",2021-02-01,"ped",305,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2021,"Feb"
"3444",2021-03-01,"ped",422,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2021,"Mar"
"3445",2021-04-01,"ped",417,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2021,"Apr"
"3446",2021-05-01,"ped",378,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2021,"May"
"3447",2021-06-01,"ped",283,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2021,"Jun"
"3448",2021-07-01,"ped",204,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2021,"Jul"
"3449",2021-08-01,"ped",255,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2021,"Aug"
"3450",2021-09-01,"ped",397,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2021,"Sep"
"3451",2021-10-01,"ped",334,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2021,"Oct"
"3452",2021-11-01,"ped",307,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2021,"Nov"
"3453",2021-12-01,"ped",329,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2021,"Dec"
"3454",2022-01-01,"ped",233,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2022,"Jan"
"3455",2022-02-01,"ped",343,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2022,"Feb"
"3456",2022-03-01,"ped",412,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2022,"Mar"
"3457",2022-04-01,"ped",381,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2022,"Apr"
"3458",2022-05-01,"ped",405,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2022,"May"
"3459",2022-06-01,"ped",331,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2022,"Jun"
"3460",2022-07-01,"ped",39,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2022,"Jul"
"3461",2022-08-01,"ped",68,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2022,"Aug"
"3462",2022-09-01,"ped",299,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2022,"Sep"
"3463",2022-10-01,"ped",351,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2022,"Oct"
"3464",2022-11-01,"ped",954,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2022,"Nov"
"3465",2022-12-01,"ped",679,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2022,"Dec"
"3466",2023-01-01,"ped",813,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2023,"Jan"
"3467",2023-02-01,"ped",1083,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2023,"Feb"
"3468",2023-03-01,"ped",1073,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2023,"Mar"
"3469",2023-04-01,"ped",604,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2023,"Apr"
"3470",2023-05-01,"ped",441,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2023,"May"
"3471",2023-06-01,"ped",295,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2023,"Jun"
"3472",2023-07-01,"ped",249,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2023,"Jul"
"3473",2023-08-01,"ped",217,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2023,"Aug"
"3474",2023-09-01,"ped",228,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2023,"Sep"
"3475",2023-10-01,"ped",387,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2023,"Oct"
"3476",2023-11-01,"ped",983,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2023,"Nov"
"3477",2023-12-01,"ped",1948,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2023,"Dec"
"3478",2024-01-01,"ped",2153,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2024,"Jan"
"3479",2024-02-01,"ped",2409,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2024,"Feb"
"3480",2024-03-01,"ped",358,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2024,"Mar"
"3481",2024-04-01,"ped",321,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2024,"Apr"
"3482",2024-05-01,"ped",284,1758,"Arlington Mill Drive Trail","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2024,"May"
"3483",2019-01-01,"ped",170,1759,"W Trail by East Falls Church Park&OD","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Jan"
"3484",2019-02-01,"ped",192,1759,"W Trail by East Falls Church Park&OD","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Feb"
"3485",2019-03-01,"ped",241,1759,"W Trail by East Falls Church Park&OD","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Mar"
"3486",2019-04-01,"ped",309,1759,"W Trail by East Falls Church Park&OD","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Apr"
"3487",2019-05-01,"ped",334,1759,"W Trail by East Falls Church Park&OD","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"May"
"3488",2019-12-01,"ped",0,1759,"W Trail by East Falls Church Park&OD","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2019,"Dec"
"3489",2020-01-01,"ped",0,1759,"W Trail by East Falls Church Park&OD","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Jan"
"3490",2020-02-01,"ped",0,1759,"W Trail by East Falls Church Park&OD","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Feb"
"3491",2020-03-01,"ped",0,1759,"W Trail by East Falls Church Park&OD","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Mar"
"3492",2020-04-01,"ped",0,1759,"W Trail by East Falls Church Park&OD","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Apr"
"3493",2020-05-01,"ped",0,1759,"W Trail by East Falls Church Park&OD","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"May"
"3494",2020-06-01,"ped",0,1759,"W Trail by East Falls Church Park&OD","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Jun"
"3495",2020-07-01,"ped",0,1759,"W Trail by East Falls Church Park&OD","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Jul"
"3496",2020-08-01,"ped",0,1759,"W Trail by East Falls Church Park&OD","VA","Arlington","Trail or Shared Use Path",NA,NA,NA,NA,2020,"Aug"
